zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2006,2,15,18339,18995,19606,20198,21741,24662,28493,28843,24591,20231,17591,15689,14389,13446,13041,12929,13977,15831,18177,18833,18887,18821,16742,15188
2,2006,2,15,177049,175379,173056,177112,182654,195572,217028,223865,211649,199155,191156,183897,177006,173201,169764,167807,173086,182741,196344,196767,194037,188324,176641,166686
3,2006,2,15,191036,189235,186727,191104,197084,211022,234174,241550,228369,214888,206258,198426,190990,186885,183175,181064,186761,197178,211856,212311,209367,203201,190597,179855
4,2006,2,15,471,460,466,484,499,535,646,695,627,597,536,485,473,447,444,442,477,558,634,644,612,592,556,486
5,2006,2,15,8157,8195,8444,8787,9563,10975,12913,12671,10871,9094,7895,7075,6561,6102,5812,5856,6467,7927,9308,9762,9242,8600,7590,6801
6,2006,2,15,185206,183574,181499,185899,192217,206546,229942,236535,222519,208249,199052,190972,183568,179303,175575,173663,179553,190668,205652,206528,203279,196923,184231,173487
7,2006,2,15,191036,189235,186727,191104,197084,211022,234174,241550,228369,214888,206258,198426,190990,186885,183175,181064,186761,197178,211856,212311,209367,203201,190597,179855
8,2006,2,15,3674,3630,3672,3734,4103,4451,4882,4891,4430,4084,3744,3483,3327,3141,3091,3154,3369,3799,4336,4491,4381,4058,3785,3522
9,2006,2,15,64533,64281,64260,64239,64239,55377,11823,7707,7728,7749,7413,7140,7014,7224,7770,8337,9156,14091,11781,9786,16422,22533,33327,57372
10,2006,2,15,25072,24253,24245,24100,24663,27383,31078,32521,29719,28299,26908,25897,25000,24021,23503,23214,24232,26154,29452,29943,29637,28536,26245,23539
11,2006,2,15,98349,96657,97031,98380,102057,111813,133007,138548,124294,112080,104597,97319,91490,89159,86889,86758,87999,97519,112006,115020,112694,108052,99405,90754
12,2006,2,15,127989,124814,124155,125380,129422,143473,171171,170486,147405,132075,120602,112656,106363,100604,96377,95901,102765,118788,141501,147186,145209,138709,127102,113826
13,2006,2,15,21284,21159,21427,21938,19237,21880,26655,27849,25032,22442,19899,21891,20791,20165,19306,19196,19997,17453,20346,21349,20957,20147,21781,19937
14,2006,2,15,21878,21793,22183,22951,20463,23693,27780,27121,22244,18898,16393,18391,17059,15876,15155,15138,16447,15102,19570,20359,20116,19445,21461,19022
15,2006,2,15,63792,63757,65133,66782,57324,64873,78335,79097,65561,54978,48272,55025,50193,47613,47325,47661,49799,43850,52778,56248,56002,54131,61385,57105
16,2006,2,15,29375,29088,29487,30412,27925,31433,36675,36552,31312,26840,23785,24517,22379,21079,20165,19958,20944,20925,25675,26547,25617,24097,25453,23292
17,2006,2,15,32473,32588,33288,34150,33642,38659,45108,43153,37394,33104,29950,29603,27939,26691,25588,25400,27037,27547,32155,33377,33049,31561,31634,28918
18,2006,2,15,218401,217300,219551,224264,216111,248064,292824,288918,250043,218524,193239,196144,180497,174724,167566,167221,176376,175897,211395,218930,211952,200165,200758,182636
19,2006,2,15,79186,79269,81004,83956,75454,89924,109988,107108,89439,75171,64608,69915,63780,60014,57150,56937,61028,57036,71390,75691,74124,70404,76179,68483
20,2006,2,15,89615,88888,89381,90827,85735,95405,113099,115809,102485,92738,86202,91342,87750,85271,83317,83557,88383,87294,97047,98062,95703,92084,93384,86326
21,2006,2,15,1646915,1632550,1631342,1665801,1661217,1816762,2039795,2065469,1864081,1694084,1574358,1548293,1467559,1421851,1384188,1375257,1434614,1497536,1683259,1714145,1690654,1633584,1588853,1497090
1,2006,2,16,14744,14850,15254,15831,17227,19897,23673,24218,20829,17882,15849,14450,13679,12959,12712,12829,13678,15130,16976,18040,17622,16752,14879,13233
2,2006,2,16,161008,160374,159290,162309,167825,182417,205733,213303,201994,190606,183673,175810,170871,164669,161303,160542,161583,169605,182962,186450,181584,174606,159424,148461
3,2006,2,16,173729,173044,171875,175132,181084,196829,221986,230155,217951,205665,198184,189699,184370,177678,174047,173226,174349,183005,197417,201179,195930,188400,172018,160190
4,2006,2,16,466,445,437,461,452,513,603,656,620,536,513,488,454,448,432,432,461,511,579,630,585,562,510,450
5,2006,2,16,6585,6741,7058,7593,8366,9716,11625,11516,9894,8250,7180,6409,5879,5541,5320,5331,5922,6950,8721,9094,8812,7757,6533,5490
6,2006,2,16,167594,167115,166348,169902,176192,192134,217358,224820,211888,198856,190854,182219,176750,170210,166624,165874,167505,176556,191683,195544,190396,182363,165957,153952
7,2006,2,16,173729,173044,171875,175132,181084,196829,221986,230155,217951,205665,198184,189699,184370,177678,174047,173226,174349,183005,197417,201179,195930,188400,172018,160190
8,2006,2,16,3447,3427,3349,3461,3785,4171,4605,4668,4195,3754,3539,3281,3172,2988,2972,2886,3094,3357,3845,4024,3751,3389,3279,2917
9,2006,2,16,62727,63084,62748,64176,68607,80556,79968,80388,58632,24591,40572,79380,77532,75642,77595,71757,66780,75789,76209,77406,77427,78057,77910,78036
10,2006,2,16,22086,21335,21387,21493,22297,25184,28799,30828,28078,26204,24575,23755,22824,22045,21379,21889,22816,24686,27837,28210,27377,26097,23824,21736
11,2006,2,16,85879,85065,86018,87432,91276,101121,121768,127373,115009,104423,94073,91262,86840,85346,82580,82318,83590,91782,105550,108468,106052,100033,90756,80843
12,2006,2,16,105678,103418,103871,106026,110250,124398,152143,152207,131518,119424,110654,103750,98616,93507,90438,90307,96336,110948,130394,136775,133515,125430,111963,98464
13,2006,2,16,18975,18815,18861,19417,20260,23092,24354,25672,26566,24548,22330,20722,19700,18780,18360,18201,18560,19953,19033,19819,23123,21938,19666,17577
14,2006,2,16,18007,17980,18337,19245,20901,24445,24515,23396,23289,20096,17648,16255,15107,14150,13693,13500,14398,16598,16522,17813,21487,19982,17547,14980
15,2006,2,16,55041,54896,56461,58320,61565,68910,69475,72382,74747,66621,61081,57186,52667,52132,51013,50405,51089,55179,50543,52561,62770,59450,54749,49604
16,2006,2,16,22473,22699,23282,24233,26061,29920,31489,31647,31160,27311,24514,22165,20307,19620,19072,19300,19792,22904,23738,24381,27462,25546,22473,19906
17,2006,2,16,28026,28223,28487,29357,31191,36237,40340,38612,36019,32081,29277,27566,26142,24819,24312,24602,25725,28074,30195,31551,33805,32388,29335,26560
18,2006,2,16,176031,175163,179187,185026,199321,233082,257497,255126,245270,216173,196670,181949,169943,164468,159228,158698,166038,182192,194933,204128,219129,201099,174806,152541
19,2006,2,16,64935,64910,66382,69161,75198,89236,94486,91844,90745,78839,69868,63242,59439,56640,55262,55570,58443,65180,64670,68266,80473,74947,65483,56048
20,2006,2,16,82558,81286,81265,82575,86655,95919,103181,106823,105357,97149,91401,87344,84721,82199,81051,80544,83338,90013,89264,90725,98186,93051,84138,75573
21,2006,2,16,1443718,1435914,1441772,1476282,1549597,1734606,1935584,1975789,1851712,1668674,1580639,1536631,1473383,1421519,1391440,1381437,1407846,1521417,1628488,1676243,1705416,1620247,1467268,1336751
1,2006,2,17,12344,12224,12438,12455,13096,15105,18262,18851,16817,15445,14958,14413,13552,13109,12857,12937,14055,15663,18173,18980,18957,18585,17857,16878
2,2006,2,17,139404,137339,135044,135628,141256,151741,172142,183075,178401,174914,174549,172973,172920,171430,168127,168366,171370,182224,195338,196228,194318,190396,182806,172991
3,2006,2,17,150418,148190,145713,146343,152415,163728,185741,197538,192495,188732,188339,186639,186581,184973,181410,181668,184909,196620,210771,211730,209669,205438,197248,186658
4,2006,2,17,413,393,389,394,389,442,526,551,546,517,502,497,475,465,455,499,542,611,731,743,714,665,639,580
5,2006,2,17,4901,4675,4725,4843,5445,6417,8171,8170,7136,6459,6210,6130,5982,5765,5675,5857,6391,7555,9110,9470,9337,8892,8379,7713
6,2006,2,17,144306,142014,139769,140471,146701,158157,180313,191244,185537,181373,180759,179103,178901,177194,173802,174224,177762,189779,204448,205698,203654,199289,191185,180704
7,2006,2,17,150418,148190,145713,146343,152415,163728,185741,197538,192495,188732,188339,186639,186581,184973,181410,181668,184909,196620,210771,211730,209669,205438,197248,186658
8,2006,2,17,2641,2631,2594,2657,2917,3206,3469,3592,3583,3600,3615,3556,3461,3384,3346,3489,3769,4098,4555,4766,4692,4429,4237,4014
9,2006,2,17,78393,78057,78099,80325,81942,80094,78708,78456,78099,72429,64302,64638,64638,64512,64365,64575,64554,64575,64449,64155,64659,72093,78372,80304
10,2006,2,17,19727,18904,18775,18592,19147,21711,25192,27151,26253,25401,25171,24769,24182,23360,22985,23085,24075,26307,29289,29377,28813,27882,26613,25081
11,2006,2,17,74048,71059,70337,71400,73708,81525,100268,107588,102853,99240,94661,90578,86609,84913,84589,85671,89486,99683,112348,113788,113119,110884,107303,100826
12,2006,2,17,88824,84628,82667,83429,85849,97606,121607,125886,118080,115431,111742,104765,100756,98329,98514,101953,111588,128206,146387,148338,147242,144411,140015,131127
13,2006,2,17,16220,15694,15612,15693,16263,18409,22093,23713,22103,21394,21200,20929,20298,19701,18932,18686,19496,21629,24937,25648,25145,24582,23516,21958
14,2006,2,17,13427,12957,13065,13351,14543,17360,21354,20891,19206,17816,17301,16143,15078,14153,13445,13374,14080,15957,19366,19775,19716,19758,19407,18403
15,2006,2,17,46186,45167,45204,45900,47597,53851,65766,67227,63036,59967,56697,53423,50031,49762,49229,48430,49707,52833,60429,62041,62243,61056,59765,57260
16,2006,2,17,18200,17581,17555,17909,18966,21847,26890,28528,26896,25510,23970,22118,20908,20732,20769,21213,22511,26876,31739,32595,32848,32680,31399,29698
17,2006,2,17,24466,23429,23289,23580,24762,28718,34601,33534,31140,29785,28310,26879,25636,24761,24264,23263,24169,26173,29908,30901,31336,31125,30057,28785
18,2006,2,17,138242,133320,131773,134172,143824,170085,213245,217830,202202,192066,181481,172830,166848,162472,158210,159731,170250,192025,226072,233439,233804,231337,220727,209087
19,2006,2,17,50667,48529,48697,49628,53685,64789,81018,82305,75374,70889,65266,61103,56368,54225,52828,52902,54861,61401,75021,78598,77911,76481,72629,68245
20,2006,2,17,70382,68361,66655,67310,70912,79211,95036,100099,92851,89227,87875,86865,84131,81614,80362,80151,84359,91945,102043,102605,102047,100161,94905,89516
21,2006,2,17,1243627,1213342,1198113,1210423,1265832,1397730,1640143,1713767,1635103,1578927,1535247,1494990,1463936,1439827,1415574,1421742,1472843,1600780,1775885,1800605,1789893,1765582,1704307,1616486
1,2006,2,18,16264,15929,16265,16561,17108,18082,19662,21706,24053,25700,26409,26540,25642,24327,23477,22862,22428,24523,26832,27846,27745,26859,25982,25444
2,2006,2,18,164714,160560,158316,159222,160451,166639,175444,188422,200998,206550,207579,205561,202694,199066,194907,193725,197847,208899,226777,230617,232091,230081,228042,219602
3,2006,2,18,177726,173244,170824,171801,173126,179804,189304,203307,216877,222868,223979,221800,218708,214792,210305,209029,213477,225403,244693,248837,250427,248258,246057,236950
4,2006,2,18,526,521,507,528,515,546,592,700,747,730,705,670,661,656,631,641,705,737,847,836,821,817,796,705
5,2006,2,18,7253,7113,7081,7217,7491,7814,8741,10055,11156,11327,11009,10483,10105,9806,9648,9565,9888,10803,12551,13173,13254,13269,13008,12572
6,2006,2,18,171967,167672,165398,166439,167941,174453,184185,198476,212154,217877,218589,216044,212800,208872,204555,203290,207735,219702,239328,243791,245345,243350,241050,232173
7,2006,2,18,177726,173244,170824,171801,173126,179804,189304,203307,216877,222868,223979,221800,218708,214792,210305,209029,213477,225403,244693,248837,250427,248258,246057,236950
8,2006,2,18,3795,3715,3743,3792,3979,4153,4358,4791,5201,5242,5245,5174,5114,5085,5000,4908,5173,5503,5884,5984,6057,5907,5775,5462
9,2006,2,18,81522,81249,81312,81753,81795,80598,78057,78078,71211,65457,65604,65835,65436,65751,65583,65310,78330,78351,78204,78078,76944,76356,77049,72450
10,2006,2,18,23787,23039,22942,23119,23470,24270,24823,26236,27919,28152,28197,28611,28949,28949,29092,29030,29608,29991,31601,31561,31483,31562,31419,31157
11,2006,2,18,95820,93954,93500,94247,96492,100917,107918,116611,125124,128506,127696,127240,126387,124790,123928,123560,123270,129756,141293,145123,146128,144565,142211,139429
12,2006,2,18,123065,119199,117969,118510,121371,126774,136940,150353,163823,169472,170952,170944,168577,166504,165631,161297,162699,173513,191237,196346,198166,196666,193469,187956
13,2006,2,18,20698,19953,19545,19874,20521,21391,22933,25596,28065,29535,29768,29134,28020,27094,26230,25594,26258,28359,30769,31126,31051,30342,29488,28492
14,2006,2,18,17361,17313,17376,17962,18610,19850,21583,24213,26762,27603,26862,26743,27021,27540,27923,28108,28737,29510,31130,31344,30991,30311,29693,29679
15,2006,2,18,54946,53714,53673,53703,55229,58437,63123,69424,74925,77097,77695,78142,77403,77062,75949,76632,77276,79660,85544,86639,86136,84850,82345,79651
16,2006,2,18,28313,27974,28120,28470,29374,31183,34078,37906,40423,41272,41843,42304,41842,41856,41063,40721,40656,43146,47207,49120,50890,52291,52439,53106
17,2006,2,18,27455,27209,27609,28034,29013,29907,32148,35328,37648,38138,37965,38762,39032,38329,37878,37918,37626,38772,41699,41853,41317,41305,41089,40399
18,2006,2,18,198337,193935,194558,198016,203761,215949,234621,259143,279670,290412,293442,292747,283596,274296,263569,254902,254924,275938,308855,323506,332930,336651,336199,335506
19,2006,2,18,64845,64067,64739,66295,69336,74919,82830,92669,100495,104117,106699,108617,108036,106220,104409,102321,99887,105362,115430,117946,116791,114348,111693,110395
20,2006,2,18,84204,82179,81300,81749,84759,87990,93626,102714,109898,112614,111961,108178,104163,102030,98467,96671,99050,106898,116731,119740,119557,119251,116377,113110
21,2006,2,18,1540324,1505783,1495601,1509093,1537468,1603480,1704270,1849035,1974026,2025537,2036178,2025329,1992894,1957817,1918550,1895113,1929051,2040229,2221305,2272303,2288551,2275297,2250238,2191188
1,2006,2,19,25778,26438,27398,28763,29945,31642,34099,36385,35505,32086,28530,25545,23033,21186,19754,18973,19557,22230,25632,27182,26975,25788,24707,23226
2,2006,2,19,214797,213527,215055,217670,221563,226943,236223,246079,244473,242281,231834,221866,212904,202781,194156,187738,188464,198082,218185,223998,223918,215845,205478,195455
3,2006,2,19,231767,230397,232045,234867,239066,244873,254886,265520,263786,261421,250150,239394,229724,218801,209494,202570,203353,213730,235422,241694,241608,232897,221712,210897
4,2006,2,19,664,653,648,651,675,723,785,927,958,962,813,747,701,680,643,610,618,691,727,790,767,693,666,591
5,2006,2,19,12378,12605,12786,13258,13743,14457,15430,16618,16331,15523,14013,12825,11968,11294,10477,10017,10182,11509,13389,14205,13893,12939,11918,10746
6,2006,2,19,227175,226132,227841,230929,235306,241400,251654,262697,260804,257804,245847,234691,224872,214075,204633,197755,198646,209590,231574,238203,237811,228784,217396,206202
7,2006,2,19,231767,230397,232045,234867,239066,244873,254886,265520,263786,261421,250150,239394,229724,218801,209494,202570,203353,213730,235422,241694,241608,232897,221712,210897
8,2006,2,19,5283,4967,4934,5090,5374,5821,6127,6468,6776,6412,5925,5286,5281,5072,4821,4676,4692,4917,5511,5987,5860,5477,4993,4654
9,2006,2,19,63756,63903,64155,64659,64512,64533,64638,52122,23646,23562,23667,53088,77889,77301,76860,77112,77112,76881,77070,65268,46914,46158,45192,46137
10,2006,2,19,30760,30675,30551,30770,31479,32298,34032,35676,36586,36309,34869,32507,31018,30049,29134,28461,28723,30401,33772,34968,34433,33573,32178,31499
11,2006,2,19,136818,136418,137438,139478,142372,147094,153784,160381,164713,161435,152722,142660,134146,126204,119755,117149,119099,130244,146115,152295,149997,144737,136315,127206
12,2006,2,19,181858,180704,182209,184171,187831,193109,202416,212608,219518,217054,205392,191514,179711,169802,162004,158101,162467,179479,202430,211186,208167,200778,189593,175517
13,2006,2,19,27314,27101,27270,27882,28967,30288,32165,35279,36057,35322,32493,29732,27986,26697,25362,24503,25494,27088,29655,31034,30738,29494,27632,25170
14,2006,2,19,29933,30475,31746,33390,35106,36746,38968,41921,43748,41975,37878,34004,31678,29516,27481,26114,26396,29283,33317,35522,35931,35387,33281,31018
15,2006,2,19,78277,79362,81437,84187,87398,91490,97783,104521,106658,101856,91651,83420,77804,73002,68748,66457,67660,75929,86460,90809,91081,87453,81891,76744
16,2006,2,19,53833,54871,55924,57153,58654,60995,64083,66663,65642,61296,55085,49361,45814,42899,39711,38288,39261,43762,50389,52504,51957,50614,47342,44239
17,2006,2,19,40694,41719,42917,44382,46630,48988,52608,55908,56513,53781,49259,44795,42196,39686,37515,35973,36229,39900,44038,46525,46916,45785,44232,42637
18,2006,2,19,340048,343652,354044,364608,376869,393490,415552,435980,424892,399241,361433,329128,304011,282781,264493,256963,262551,296230,336415,352625,350459,337498,313077,292299
19,2006,2,19,110580,113542,117750,123078,128555,135811,145440,154921,157740,148498,132546,119058,110655,102290,94906,90892,94406,105744,120304,127684,127570,122101,113611,105633
20,2006,2,19,110995,111498,113708,116356,119753,124966,132354,140409,142031,134466,123905,115003,109913,104696,99401,96927,99482,109537,119376,123226,121676,116800,108645,100767
21,2006,2,19,2154475,2159036,2191901,2236209,2292864,2370540,2487913,2596603,2570163,2492705,2328162,2204018,2111028,1997613,1898842,1841849,1867745,2018957,2245203,2317399,2288279,2205698,2081571,1961534
1,2006,5,25,11161,10464,10213,9967,10425,11822,14285,14954,14056,13954,13987,14523,14504,14310,15521,17187,19110,20499,21188,21283,21747,21949,19356,16363
2,2006,5,25,126993,122500,120029,119852,124050,132819,151008,162545,161565,163070,163416,165178,163662,163654,162985,163316,167689,169481,170599,169944,174982,174675,157097,142403
3,2006,5,25,137025,132178,129511,129320,133850,143312,162937,175387,174329,175953,176327,178228,176592,176584,175862,176218,180936,182871,184076,183370,188806,188475,169507,153653
4,2006,5,25,309,290,292,290,309,355,445,508,438,428,430,418,408,412,419,409,437,489,524,516,551,577,489,415
5,2006,5,25,4086,3708,3616,3668,4138,4993,6497,6565,5927,5616,5427,5495,5394,5160,5223,5382,5535,5979,7139,6487,6911,8738,6943,5487
6,2006,5,25,131078,126208,123645,123520,128187,137812,157504,169110,167492,168687,168844,170673,169057,168814,168208,168698,173223,175460,177738,176431,181893,183413,164039,147890
7,2006,5,25,137025,132178,129511,129320,133850,143312,162937,175387,174329,175953,176327,178228,176592,176584,175862,176218,180936,182871,184076,183370,188806,188475,169507,153653
8,2006,5,25,2073,2024,1996,2053,2202,2625,2971,3098,3028,3024,3031,3051,3013,2861,3017,3105,3319,3498,3613,3569,3730,3734,3155,2518
9,2006,5,25,81522,74781,80535,81186,80829,76650,67116,68040,77091,85239,84525,85554,80640,70917,66549,66570,78687,79674,79926,79884,79800,80073,80178,79926
10,2006,5,25,18533,17177,16962,16883,17558,19846,21877,23829,23033,23052,23390,23571,23898,23673,24116,23797,24587,25245,25947,25907,26595,26938,24735,21951
11,2006,5,25,64139,60674,59081,58700,60560,66989,82804,91708,89054,87669,87338,86970,85740,86378,84739,84997,85800,88942,92766,92857,93867,98812,89886,77375
12,2006,5,25,75701,69812,67473,67138,69062,78266,99123,104618,97249,94929,93915,94138,94796,93924,93404,95531,101356,107504,112093,113906,124400,128021,114374,94981
13,2006,5,25,12198,11387,11116,11364,12027,13893,17787,19363,18100,17754,17463,17178,16897,13009,12651,12869,13298,13811,18850,18284,15216,20862,17983,14856
14,2006,5,25,11130,10041,9667,9451,10148,12269,15594,15997,14589,14395,14690,15605,16788,14060,15525,17064,18399,19843,26152,25917,21554,26533,23131,19118
15,2006,5,25,40732,38409,37227,36629,38525,44321,53426,56899,54027,53052,54510,57862,59187,50556,52927,55516,56458,57724,72292,68909,58035,73411,64088,55286
16,2006,5,25,15536,14442,14118,14159,14956,16915,20960,23153,21798,21234,20811,21022,20639,17142,16958,17539,18084,19662,25682,25361,23479,27907,24082,20019
17,2006,5,25,22734,21360,21450,21425,21975,24417,28817,29357,28166,28218,28969,29650,30997,29669,30373,31767,32919,31997,35203,35629,33290,36985,34498,30725
18,2006,5,25,120818,111318,108008,108435,115772,137458,172352,180459,169885,166966,167084,169394,165300,143454,141856,142201,138282,145100,203131,178286,167884,234259,188345,154241
19,2006,5,25,43898,40342,39061,39160,41456,50449,64977,65972,60368,59243,59738,61015,64175,52194,53324,57488,63054,68657,86817,86061,73441,90056,79340,64040
20,2006,5,25,61295,57641,55401,55638,58972,67170,81310,87220,82543,82003,82188,81572,80699,70986,71314,71811,73090,76932,92476,90148,80689,97455,86034,73775
21,2006,5,25,1117986,1056934,1038912,1038158,1078851,1185693,1384727,1474169,1437067,1440439,1442410,1459325,1448978,1374341,1370833,1387683,1435199,1476239,1620288,1586119,1565676,1711348,1516767,1328675
1,2006,5,26,13695,12383,10911,10499,11083,12294,14778,15557,15136,15010,15638,15762,16348,17229,18093,18510,18098,19383,19352,19072,19007,19443,17792,15524
2,2006,5,26,130597,124740,120610,120298,122543,131514,148428,159399,162943,163695,165343,167763,169620,169302,168884,166671,167851,170590,168147,165533,164770,164322,151143,137206
3,2006,5,26,140915,134595,130139,129801,132225,141904,160155,171991,175816,176628,178405,181016,183020,182678,182227,179839,181111,184068,181432,178610,177787,177303,163084,148046
4,2006,5,26,341,316,307,306,307,353,430,491,480,461,449,493,459,430,436,449,477,512,524,526,557,566,504,438
5,2006,5,26,4418,3944,3767,3676,3956,4629,6207,6617,6078,5927,5804,5868,5965,6114,6284,6443,6516,6716,8157,7614,7733,7702,6837,5834
6,2006,5,26,135015,128684,124378,123974,126500,136143,154635,166015,169021,169622,171147,173631,175584,175417,175169,173115,174366,177306,176304,173146,172503,172023,157980,143040
7,2006,5,26,140915,134595,130139,129801,132225,141904,160155,171991,175816,176628,178405,181016,183020,182678,182227,179839,181111,184068,181432,178610,177787,177303,163084,148046
8,2006,5,26,2168,2070,2028,2060,2179,2515,2859,3069,3102,3094,3182,3218,3274,3260,3163,3212,3488,3477,3451,3422,3512,3454,3204,2822
9,2006,5,26,80745,80976,80829,80892,83160,84567,84588,71736,67221,67410,67326,66612,79989,79905,49056,23793,23793,23814,57897,83013,83286,83160,82845,81816
10,2006,5,26,19718,18221,17961,18006,18728,21117,23590,26094,26461,26916,27463,28279,28552,29040,30304,31415,32509,32050,30835,31521,31133,30884,28712,24658
11,2006,5,26,68672,63890,62483,62891,64526,70371,85482,95720,96759,98318,99515,100388,101999,103003,105401,108239,104949,108360,107840,111605,104316,108261,101668,90636
12,2006,5,26,81667,74251,70903,70896,72344,80527,101056,110730,110921,115294,118908,120670,122914,125800,130048,138016,149218,156921,157527,151649,146006,148767,137011,119365
13,2006,5,26,12688,11623,11191,11225,11470,13075,16861,18707,17945,17702,17776,17627,17839,14339,13721,13417,13692,14086,18032,19082,18595,19242,17515,15317
14,2006,5,26,16352,14687,13785,13229,13312,14749,17760,19397,19778,20553,21949,23414,25022,22584,24100,24985,25553,26621,30674,30360,28900,26576,22634,19206
15,2006,5,26,49366,46159,43895,43152,43193,46073,55157,58692,59645,63420,66886,69417,71761,63799,65026,65565,66163,65523,75204,75210,69764,68787,63576,56816
16,2006,5,26,17315,15977,15501,15386,15882,17529,21022,23780,24361,24661,24880,25522,26329,23675,24981,26802,28060,29090,34149,32435,32578,32659,29930,25791
17,2006,5,26,27544,25721,24831,24283,24256,26308,29104,31439,32510,34494,36328,37879,39034,37568,39168,38665,37369,37958,40529,38277,37357,37131,33760,30239
18,2006,5,26,132457,121376,116328,113923,118216,137854,169867,182822,179614,180730,180878,182602,182757,166481,169978,175967,171467,171580,225932,209706,212579,212023,191867,168448
19,2006,5,26,53217,48003,46190,45351,45917,52652,65032,69167,69058,70449,75302,78807,82350,70347,72399,71493,74888,77981,92906,89334,89015,87990,79250,67356
20,2006,5,26,65602,61315,58608,57975,60300,68081,80852,87487,85324,84707,84604,85253,84509,74337,74575,74964,74304,75957,88762,83874,84109,85727,78903,69543
21,2006,5,26,1193407,1123526,1084784,1077624,1102322,1204159,1398018,1490901,1497989,1515719,1540188,1565237,1600345,1547986,1535240,1521399,1534983,1566061,1699086,1682599,1661294,1663323,1531299,1370147
1,2006,5,27,13364,11974,11289,10818,10744,10931,11895,13977,16878,19081,20376,20561,20750,21162,21898,22678,24343,25005,24879,24188,23078,22174,19660,16499
2,2006,5,27,123907,116610,111119,108965,107675,110427,113539,124046,138350,145411,149963,150815,151635,152399,152806,155474,158682,160706,160766,157108,156568,155977,144240,131194
3,2006,5,27,133696,125823,119897,117574,116181,119151,122509,133846,149279,156899,161811,162730,163615,164439,164877,167757,171218,173403,173466,169519,168937,168299,155635,141558
4,2006,5,27,375,334,321,320,320,323,392,476,525,546,535,552,542,555,519,515,560,600,589,576,617,620,534,426
5,2006,5,27,4829,4289,4007,3824,3838,4016,4555,5550,6590,7292,7369,7451,7489,7530,7650,7708,7938,8171,8431,8422,8324,8225,7382,6190
6,2006,5,27,128736,120899,115125,112789,111513,114443,118094,129596,144939,152703,157333,158266,159124,159929,160455,163182,166620,168878,169197,165529,164892,164201,151622,137383
7,2006,5,27,133696,125823,119897,117574,116181,119151,122509,133846,149279,156899,161811,162730,163615,164439,164877,167757,171218,173403,173466,169519,168937,168299,155635,141558
8,2006,5,27,2456,2250,2141,2106,2146,2372,2632,2981,3338,3587,3631,3691,3677,3656,3763,3931,4075,4168,4024,3893,3821,3897,3476,3021
9,2006,5,27,82404,82320,82656,83097,83370,83496,83769,79128,83937,83265,83265,83055,80388,79275,79170,79947,79485,66402,66654,66507,66465,66717,66927,72240
10,2006,5,27,22616,20806,19934,19409,19477,21325,22123,24357,26799,28413,29134,29755,29652,29803,30760,30732,30815,31568,31221,29087,28695,28407,26458,23648
11,2006,5,27,80526,74077,69943,67728,66871,67901,71287,81541,95171,105049,109996,112558,112410,112069,113051,116626,113849,115072,118830,117278,116911,113027,103657,92493
12,2006,5,27,103043,91739,84782,80876,78830,79907,85343,101625,123421,141060,150857,155783,157264,158557,161053,166992,173095,176847,172780,164207,161802,158836,142715,122029
13,2006,5,27,13187,12136,11610,11275,11462,12014,13415,15674,17555,18437,18898,18958,18903,18874,19259,19758,20314,20902,20799,20428,20366,20578,18928,16181
14,2006,5,27,16316,14360,13295,12503,12093,12047,12749,15542,19035,21696,23994,25417,26050,26427,27176,27302,27501,27392,27587,25792,24817,23754,20825,17768
15,2006,5,27,50317,46524,44388,42781,42578,42688,44528,52068,59654,65275,69108,72532,72721,73352,74741,76983,80596,81897,80384,76774,74682,74434,67449,58814
16,2006,5,27,21948,19626,18231,17361,17065,17069,18838,23305,27859,30327,31610,32163,32866,33462,33584,34221,35904,36757,37294,36137,36251,36342,31941,26950
17,2006,5,27,27092,24777,23201,22372,21782,22328,22723,25119,28126,30705,32829,34393,35428,35866,36136,36951,37174,36200,34667,33390,32948,32744,29545,26312
18,2006,5,27,145406,130550,121797,117080,115282,118151,126944,148966,174918,191979,203787,207396,209221,212570,215477,218860,224078,230215,231639,225352,225311,225363,202149,174102
19,2006,5,27,58379,52182,48969,46996,46363,47704,50938,58725,67954,76113,82057,84543,85136,86907,89608,93141,95915,96510,94357,90244,87893,87128,77100,65653
20,2006,5,27,62080,58102,55370,54153,54497,57126,61827,69331,76507,80811,81613,81495,81452,81304,82762,84806,87701,89968,88259,84806,84020,85227,77965,68223
21,2006,5,27,1224373,1135201,1077972,1049601,1038268,1062570,1110609,1239699,1410114,1515548,1579977,1604844,1611938,1622575,1639622,1675321,1711081,1724064,1719289,1668756,1655335,1644249,1503843,1342242
1,2006,5,28,13626,12297,11291,10593,10333,10549,11241,13571,16823,19380,20963,21972,23246,24266,25314,26240,26761,27404,27324,25959,24404,23669,20566,16805
2,2006,5,28,118705,111287,107625,104019,102624,102559,106113,117535,131976,144938,152280,157866,164374,166423,169900,171638,175117,177460,177321,170447,165190,164901,149043,134061
3,2006,5,28,128082,120079,116128,112237,110732,110662,114497,126821,142403,156388,164311,170337,177360,179571,183323,185198,188951,191480,191329,183913,178241,177929,160818,144653
4,2006,5,28,359,336,320,311,316,314,361,465,569,598,564,546,548,524,546,529,564,583,615,633,623,605,564,435
